"type","id","title","description","recipe_type","item_type","category","ingredients","rewards","recipes_used_in","recipes_created_by","keywords","wiki_path"
"item","legboars1","Legendary Cogi Boar pelt","A magnificent pelt from a legendary Cogi Boar",,"","","","","","","boar; cogi; from; legboars1; legendary; magnificent; pelt","items/legboars1.md"
"item","legcougars","Legendary Cougar skin","A rare and valuable skin from a legendary cougar",,"","","","","","","and; cougar; from; legcougars; legendary; rare; skin; valuable","items/legcougars.md"
"item","legcoyotes","Legendary Coyote skin","A prized skin from a legendary coyote",,"","","","","","","coyote; from; legcoyotes; legendary; prized; skin","items/legcoyotes.md"
"item","p_finishdcrawdlegendary01x","Legendary Crawfish Lure","A specialized crawfish lure made for catching rare legendary fish.",,"","","","","","","catching; crawfish; finishdcrawdlegendary01x; fish; for; legendary; lure; made; rare; specialized","items/p_finishdcrawdlegendary01x.md"
"item","legfoxs3","Legendary Cross Fox pelt","An exquisite pelt from a legendary Cross Fox",,"","","","","","","an; cross; exquisite; fox; from; legendary; legfoxs3; pelt","items/legfoxs3.md"
"item","legbears1","Legendary Deadly Bear pelt","A legendary pelt from a Deadly Bear",,"","","","","","","bear; deadly; from; legbears1; legendary; pelt","items/legbears1.md"
"item","p_finishedragonflylegendary01x","Legendary Dragonfly Lure","A high-quality dragonfly lure crafted to attract legendary fish in special locations.",,"","","","","","","attract; crafted; dragonfly; finishedragonflylegendary01x; fish; high; in; legendary; locations; lure; quality; special; to","items/p_finishedragonflylegendary01x.md"
"item","legelkantler","Legendary Elk Antlers","A magnificent set of antlers from a legendary elk",,"","","","","","","antlers; elk; from; legelkantler; legendary; magnificent; of; set","items/legelkantler.md"
"item","legelks","Legendary Elk pelt","An impressive pelt from a legendary elk",,"","","","","","","an; elk; from; impressive; legelks; legendary; pelt","items/legelks.md"
"item","legwolfs1","Legendary Emerald Wolf pelt","A vibrant pelt from a legendary Emerald Wolf",,"","","","","","","emerald; from; legendary; legwolfs1; pelt; vibrant; wolf","items/legwolfs1.md"
"item","p_finisdfishlurelegendary01x","Legendary Fish Lure","A premium fish lure designed to catch elusive legendary fish.",,"","","","","","","catch; designed; elusive; finisdfishlurelegendary01x; fish; legendary; lure; premium; to","items/p_finisdfishlurelegendary01x.md"
"item","legfoxskin","Legendary Fox skin","A valuable and versatile skin from a legendary fox",,"","","","","","","and; fox; from; legendary; legfoxskin; skin; valuable; versatile","items/legfoxskin.md"
"item","legrams1","Legendary Gabbro Horn Ram pelt","A rare and valuable pelt from a legendary Gabbro Horn Ram",,"","","","","","","and; from; gabbro; horn; legendary; legrams1; pelt; ram; rare; valuable","items/legrams1.md"
"item","legpanthers2","Legendary Ghost Panther pelt","An ethereal pelt from a legendary Ghost Panther",,"","","","","","","an; ethereal; from; ghost; legendary; legpanthers2; panther; pelt","items/legpanthers2.md"
"item","legbears4","Legendary Golden Spirit Bear pelt","A legendary pelt from a Golden Spirit Bear",,"","","","","","","bear; from; golden; legbears4; legendary; pelt; spirit","items/legbears4.md"
"item","legrams4","Legendary GreatHorn Ram pelt","An impressive pelt from a legendary GreatHorn Ram",,"","","","","","","an; from; greathorn; impressive; legendary; legrams4; pelt; ram","items/legrams4.md"
"item","legbeavers1","Legendary Grey Beaver pelt","A legendary pelt from a Grey Beaver",,"","","","","","","beaver; from; grey; legbeavers1; legendary; pelt","items/legbeavers1.md"
"item","legboars3","Legendary Icahi Boar pelt","A rare pelt from a legendary Icahi Boar",,"","","","","","","boar; from; icahi; legboars3; legendary; pelt; rare","items/legboars3.md"
"item","legcougars1","Legendary Iguga Cougar pelt","A striking pelt from a legendary Iguga Cougar",,"","","","","","","cougar; from; iguga; legcougars1; legendary; pelt; striking","items/legcougars1.md"
"item","legelks3","Legendary Inahme Elk pelt","An exquisite pelt from a legendary Inahme Elk",,"","","","","","","an; elk; exquisite; from; inahme; legelks3; legendary; pelt","items/legelks3.md"
"item","legpanthers3","Legendary Iwakta Panther pelt","A rare and valuable pelt from a legendary Iwakta Panther",,"","","","","","","and; from; iwakta; legendary; legpanthers3; panther; pelt; rare; valuable","items/legpanthers3.md"
"item","legelks1","Legendary Katata Elk pelt","An exceptional pelt from a legendary Katata Elk",,"","","","","","","an; elk; exceptional; from; katata; legelks1; legendary; pelt","items/legelks1.md"
"item","legmooses2","Legendary Knight Moose pelt","An impressive pelt from a legendary Knight Moose",,"","","","","","","an; from; impressive; knight; legendary; legmooses2; moose; pelt","items/legmooses2.md"
"item","legfoxs2","Legendary Marble Fox pelt","A beautiful pelt from a legendary Marble Fox",,"","","","","","","beautiful; fox; from; legendary; legfoxs2; marble; pelt","items/legfoxs2.md"
"item","legcougars2","Legendary Maza Cougar pelt","An exceptional pelt from a legendary Maza Cougar",,"","","","","","","an; cougar; exceptional; from; legcougars2; legendary; maza; pelt","items/legcougars2.md"
"item","legcoyotes2","Legendary Midnight Paw Coyote pelt","A dark and mysterious pelt from a legendary Midnight Paw Coyote",,"","","","","","","and; coyote; dark; from; legcoyotes2; legendary; midnight; mysterious; paw; pelt","items/legcoyotes2.md"
"item","legcoyotes3","Legendary Milk Coyote pelt","A rare pelt from a legendary Milk Coyote",,"","","","","","","coyote; from; legcoyotes3; legendary; milk; pelt; rare","items/legcoyotes3.md"
"item","legwolfs3","Legendary Moonstone Wolf pelt","A magnificent pelt from a legendary Moonstone Wolf",,"","","","","","","from; legendary; legwolfs3; magnificent; moonstone; pelt; wolf","items/legwolfs3.md"
"item","legmooseantler","Legendary Moose Antlers","A massive set of antlers from a legendary moose",,"","","","","","","antlers; from; legendary; legmooseantler; massive; moose; of; set","items/legmooseantler.md"
"item","legmooses","Legendary Moose pelt","A majestic pelt from a legendary moose",,"","","","","","","from; legendary; legmooses; majestic; moose; pelt","items/legmooses.md"
"item","legbucks2","Legendary Mudrunner Buck pelt","A distinct pelt from a legendary Mudrunner Buck",,"","","","","","","buck; distinct; from; legbucks2; legendary; mudrunner; pelt","items/legbucks2.md"
"item","legpanthers1","Legendary Nightwalker Panther pelt","A dark and elusive pelt from a legendary Nightwalker Panther",,"","","","","","","and; dark; elusive; from; legendary; legpanthers1; nightwalker; panther; pelt","items/legpanthers1.md"
"item","legwolfs2","Legendary Onyx Wolf pelt","nice item",,"","","","","","","item; legendary; legwolfs2; nice; onyx; pelt; wolf","items/legwolfs2.md"
"item","legbears2","Legendary Owiza Bear pelt","A legendary pelt from an Owiza Bear",,"","","","","","","an; bear; from; legbears2; legendary; owiza; pelt","items/legbears2.md"
"item","legelks2","Legendary Ozula Elk pelt","A rare pelt from a legendary Ozula Elk",,"","","","","","","elk; from; legelks2; legendary; ozula; pelt; rare","items/legelks2.md"
"item","legbisons3","Legendary Payata Bison pelt","A prized pelt from a legendary Payata Bison",,"","","","","","","bison; from; legbisons3; legendary; payata; pelt; prized","items/legbisons3.md"
"item","legprongs","Legendary Pronghorn skin","A sleek and coveted skin from a legendary pronghorn",,"","","","","","","and; coveted; from; legendary; legprongs; pronghorn; skin; sleek","items/legprongs.md"
"item","legramhorn","Legendary Ram Horns","Impressive horns from a legendary ram",,"","","","","","","from; horns; impressive; legendary; legramhorn; ram","items/legramhorn.md"
"item","legrams","Legendary Ram pelt","A distinctive pelt from a legendary ram",,"","","","","","","distinctive; from; legendary; legrams; pelt; ram","items/legrams.md"
"item","legcoyotes1","Legendary Red Streak Coyote pelt","A vibrant pelt from a legendary Red Streak Coyote",,"","","","","","","coyote; from; legcoyotes1; legendary; pelt; red; streak; vibrant","items/legcoyotes1.md"
"item","legbears3","Legendary Ridgeback Spirit Bear pelt","A legendary pelt from a Ridgeback Spirit Bear",,"","","","","","","bear; from; legbears3; legendary; pelt; ridgeback; spirit","items/legbears3.md"
"item","legmooses3","Legendary Rudy Moose pelt","A distinctive pelt from a legendary Rudy Moose",,"","","","","","","distinctive; from; legendary; legmooses3; moose; pelt; rudy","items/legmooses3.md"
"item","legrams3","Legendary Rutile Horn Ram pelt","An exquisite pelt from a legendary Rutile Horn Ram",,"","","","","","","an; exquisite; from; horn; legendary; legrams3; pelt; ram; rutile","items/legrams3.md"
"item","legcougars3","Legendary Sapa Cougar pelt","A majestic pelt from a legendary Sapa Cougar",,"","","","","","","cougar; from; legcougars3; legendary; majestic; pelt; sapa","items/legcougars3.md"
"item","legbucks4","Legendary Shadow Buck pelt","A mysterious pelt from a legendary Shadow Buck",,"","","","","","","buck; from; legbucks4; legendary; mysterious; pelt; shadow","items/legbucks4.md"
"item","legbucks3","Legendary Snow Buck pelt","A pristine pelt from a legendary Snow Buck",,"","","","","","","buck; from; legbucks3; legendary; pelt; pristine; snow","items/legbucks3.md"
"item","legmooses1","Legendary Snowflake Moose pelt","A pristine pelt from a legendary Snowflake Moose",,"","","","","","","from; legendary; legmooses1; moose; pelt; pristine; snowflake","items/legmooses1.md"
"item","legaligators2","Legendary Sun Alligator pelt","A legendary pelt from a Sun Alligator",,"","","","","","","alligator; from; legaligators2; legendary; pelt; sun","items/legaligators2.md"
"item","legbisonstak","Legendary Takanta Bison pelt","An exceptional pelt from a legendary Takanta Bison",,"","","","","","","an; bison; exceptional; from; legbisonstak; legendary; pelt; takanta","items/legbisonstak.md"
"item","legbisons1","Legendary Tatanka Bison pelt","An exquisite pelt from a legendary Tatanka Bison",,"","","","","","","an; bison; exquisite; from; legbisons1; legendary; pelt; tatanka","items/legbisons1.md"
"item","legaligators1","Legendary Teca Alligator pelt","A legendary pelt from a Teca Alligator",,"","","","","","","alligator; from; legaligators1; legendary; pelt; teca","items/legaligators1.md"
"item","legboars2","Legendary Wakpa Boar pelt","A formidable pelt from a legendary Wakpa Boar",,"","","","","","","boar; formidable; from; legboars2; legendary; pelt; wakpa","items/legboars2.md"
"item","legbeavers2","Legendary White Beaver pelt","A legendary pelt from a White Beaver",,"","","","","","","beaver; from; legbeavers2; legendary; pelt; white","items/legbeavers2.md"
"item","legboars4","Legendary Wildhog pelt","An untamed pelt from a legendary Wildhog",,"","","","","","","an; from; legboars4; legendary; pelt; untamed; wildhog","items/legboars4.md"
"item","legbisons2","Legendary Winyan Bison pelt","A beautiful pelt from a legendary Winyan Bison",,"","","","","","","beautiful; bison; from; legbisons2; legendary; pelt; winyan","items/legbisons2.md"
"item","legwolfpelt","Legendary Wolf skin","A prized and valuable skin from a legendary wolf",,"","","","","","","and; from; legendary; legwolfpelt; prized; skin; valuable; wolf","items/legwolfpelt.md"
"item","consumable_lemoncake","Lemon Cake","A delicious lemon cake",,"","","","","","","cake; consumable; delicious; lemon; lemoncake","items/consumable_lemoncake.md"
"item","lizardl","Lizard foot","A preserved foot of a lizard",,"","","","","","","foot; lizard; lizardl; of; preserved","items/lizardl.md"
"item","lizards","Lizard pelt","A unique and scaly skin from a lizard",,"","","","","","","and; from; lizard; lizards; pelt; scaly; skin; unique","items/lizards.md"
"item","consumable_lock_breaker","Lock Breaker","A tool for breaking locks.",,"","","","","","","breaker; breaking; consumable; for; lock; locks; tool","items/consumable_lock_breaker.md"
"item","lockpick","Lockpick","A handy tool used for picking locks",,"","","","","","","for; handy; lockpick; locks; picking; tool; used","items/lockpick.md"
"item","lockpickmold","Lockpick Mold","A mold used for crafting lockpicks",,"","","","","","","crafting; for; lockpick; lockpickmold; lockpicks; mold; used","items/lockpickmold.md"
"item","log_bencha","Log Bench 1","A comfortable log bench for outdoor seating",,"","","","","","","bench; bencha; comfortable; for; log; outdoor; seating","items/log_bencha.md"
"item","logbench","Log Bench 1","A simple and natural log bench",,"","","","","","","and; bench; log; logbench; natural; simple","items/logbench.md"
"item","log_benchb","Log Bench 2","A spacious log bench for outdoor gatherings",,"","","","","","","bench; benchb; for; gatherings; log; outdoor; spacious","items/log_benchb.md"
"item","logbechs","Log Bench 2","A sturdy and rustic log bench design",,"","","","","","","and; bench; design; log; logbechs; rustic; sturdy","items/logbechs.md"
"item","loungechair","Lounge Chair","A comfortable and stylish lounge chair",,"","","","","","","and; chair; comfortable; lounge; loungechair; stylish","items/loungechair.md"
"item","loungechair2","Lounge Chair 2","A modern and luxurious lounge chair",,"","","","","","","and; chair; lounge; loungechair2; luxurious; modern","items/loungechair2.md"
"item","lumberaxe","Lumber Axe","A sturdy axe designed for cutting lumber",,"","","","","","axe","axe; cutting; designed; for; lumber; lumberaxe; sturdy","items/lumberaxe.md"
"item","mackerel","Mackerel","A small and silvery fish called mackerel",,"","","","","","","and; called; fish; mackerel; silvery; small","items/mackerel.md"
"item","provision_jewelry_turquoise_ring","Magnate Turquoise Ring","A solid gold ring with an oval of polished turquoise from Persia.",,"","","","","","","an; from; gold; jewelry; magnate; of; oval; persia; polished; provision; ring; solid; turquoise; with","items/provision_jewelry_turquoise_ring.md"
"item","marriagebook","Marriage Book","A book containing the guidelines and rituals for marriage",,"","","","","","","and; book; containing; for; guidelines; marriage; marriagebook; rituals; the","items/marriagebook.md"
"item","marriagecertification","Marriage Certify","A legal document certifying a marriage",,"","","","","","","certify; certifying; document; legal; marriage; marriagecertification","items/marriagecertification.md"
"item","meat","Meat","Fresh and uncooked meat from various animals",,"","","","","beef_jerky; steak; steak_n_eggs","","and; animals; beef; beefjerky; eggs; fresh; from; jerky; meat; steak; steakeggs; uncooked; various","items/meat.md"
"item","consumable_meat_greavy","Meat Stew","A hearty meat stew.",,"","","","","","","consumable; greavy; hearty; meat; stew","items/consumable_meat_greavy.md"
"item","provision_hrlm_hairpin_metal","Meatl Hairpin","A beautiful metal hairpin.",,"","","","","","","beautiful; hairpin; hrlm; meatl; metal; provision","items/provision_hrlm_hairpin_metal.md"
"item","consumable_medicine","Medicine","Medicinal treatment.",,"","","","","","","consumable; medicinal; medicine; treatment","items/consumable_medicine.md"
"item","a_c_fishbluegil_01_ms","Medium Bluegil","A medium-sized Bluegil fish.",,"","","","","","","01; bluegil; fish; fishbluegil; medium; ms; sized","items/a_c_fishbluegil_01_ms.md"
"item","a_c_fishbullheadcat_01_ms","Medium Bullhead","A medium-sized Bullhead fish.",,"","","","","","","01; bullhead; fish; fishbullheadcat; medium; ms; sized","items/a_c_fishbullheadcat_01_ms.md"
"item","butchertable2","Medium Butcher Table","A medium-sized table used for butchering animals.",,"","","","","","","animals; butcher; butchering; butchertable2; for; medium; sized; table; used","items/butchertable2.md"
"item","a_c_fishperch_01_ms","Medium Perch","A medium-sized Perch fish.",,"","","","","","","01; fish; fishperch; medium; ms; perch; sized","items/a_c_fishperch_01_ms.md"
"item","a_c_fishchainpickerel_01_ms","Medium Pickerel","A medium-sized Pickerel fish.",,"","","","","","","01; fish; fishchainpickerel; medium; ms; pickerel; sized","items/a_c_fishchainpickerel_01_ms.md"
"item","a_c_fishredfinpickerel_01_ms","Medium Redfin Pickerel","A medium-sized Redfin Pickerel fish.",,"","","","","","","01; fish; fishredfinpickerel; medium; ms; pickerel; redfin; sized","items/a_c_fishredfinpickerel_01_ms.md"
"item","a_c_fishrockbass_01_ms","Medium Rockbass","A medium-sized Rockbass fish.",,"","","","","","","01; fish; fishrockbass; medium; ms; rockbass; sized","items/a_c_fishrockbass_01_ms.md"
"item","metal_gear","Metal gear","A metal gear used in many machines.",,"","","","","","","gear; in; machines; many; metal; used","items/metal_gear.md"
"item","provision_asteroid_chunk","Meteorite","A rock that has fallen from space.",,"","","","","","","asteroid; chunk; fallen; from; has; meteorite; provision; rock; space; that","items/provision_asteroid_chunk.md"
"item","mexitillas","Mexitillas","A can of mixed mexcian beans.",,"","","","","","","beans; can; mexcian; mexitillas; mixed; of","items/mexitillas.md"
"item","milk","Milk","A nutritious and creamy dairy product",,"","","","","","","and; creamy; dairy; milk; nutritious; product","items/milk.md"
"item","Milk_Weed","Milk Weed","A plant with milky sap used for medicinal purposes",,"","","","","","","for; medicinal; milk; milky; plant; purposes; sap; used; weed; with","items/milk_weed.md"
"item","Milk_Weed_Seed","Milk Weed Seed","Seeds of the milkweed plant for cultivation",,"","","","","","","cultivation; for; milk; milkweed; of; plant; seed; seeds; the; weed","items/milk_weed_seed.md"
"item","appleCrumbMash","Minty Berry Mash","A mashed mixture of mint and berries used for crafting Moonshine",,"","","","","","","and; applecrumbmash; berries; berry; crafting; for; mash; mashed; mint; minty; mixture; moonshine; of; used","items/applecrumbmash.md"
"item","appleCrumbMoonshine","Minty Berry Moonshine","A strong alcoholic beverage made from mint and berries",,"","","","","","","alcoholic; and; applecrumbmoonshine; berries; berry; beverage; from; made; mint; minty; moonshine; strong","items/applecrumbmoonshine.md"
"item","provision_ro_flower_moccasin","Moccasin Orchid","Moccasin Flower Orchid can be identified by the yellow pouch like petal, red sepals, and wide leaves. This orchid can be found growing near pines or conifers in woodlands and forests.",,"","","","","","","and; be; by; can; conifers; flower; forests; found; growing; identified; in; leaves; like; moccasin; near; or; orchid; petal; pines; pouch; provision; red; ro; sepals; the; this; wide; woodlands; yellow","items/provision_ro_flower_moccasin.md"
"item","ammomolotov","Molotov Ammo","A glass bottle filled with flammable liquid, designed to burst into flames upon impact.",,"","","","","","","ammo; ammomolotov; bottle; burst; designed; filled; flames; flammable; glass; impact; into; liquid; molotov; to; upon; with","items/ammomolotov.md"
"item","moonshine","Moonshine","An illegally distilled and potent alcoholic beverage",,"","","","","","","alcoholic; an; and; beverage; distilled; illegally; moonshine; potent","items/moonshine.md"
"item","mooseantler","Moose Antlers","Impressive antlers shed by a moose",,"","","","","","","antlers; by; impressive; moose; mooseantler; shed","items/mooseantler.md"
"item","mooses","Moose pelt","A large and thick fur coat from a moose",,"","","","","","","and; coat; from; fur; large; moose; mooses; pelt; thick","items/mooses.md"
"item","morphine","Morphine","A potent analgesic and narcotic medication",,"","","","","","","analgesic; and; medication; morphine; narcotic; potent","items/morphine.md"
"item","morpcert","Morphine Prescription","A medical prescription for morphine medication",,"","","","","","","for; medical; medication; morpcert; morphine; prescription","items/morpcert.md"
"item","mountainmen","Mountain Camp Set","A set of equipment and supplies for a mountain camp",,"","","","","","","and; camp; equipment; for; mountain; mountainmen; of; set; supplies","items/mountainmen.md"
"item","muskrats","Muskrat skin","The fur skin of a muskrat, commonly used for crafting",,"","","","","","","commonly; crafting; for; fur; muskrat; muskrats; of; skin; the; used","items/muskrats.md"
"item","Mutton","Mutton","Meat from mature sheep used in cooking",,"","","","","","","cooking; from; in; mature; meat; mutton; sheep; used","items/mutton.md"
"item","nails","Nails","Small metal fasteners used for joining materials",,"","","","","","","fasteners; for; joining; materials; metal; nails; small; used","items/nails.md"
"item","nativebasket1","Native Basket 1","A traditional native basket for carrying items",,"","","","","","","basket; carrying; for; items; native; nativebasket1; traditional","items/nativebasket1.md"
"item","nativebasket2","Native Basket 2","A second variation of a traditional native basket",,"","","","","","","basket; native; nativebasket2; of; second; traditional; variation","items/nativebasket2.md"
"item","nativeskull","Native Decor 1","A decorative native skull for ornamental purposes",,"","","","","","","decor; decorative; for; native; nativeskull; ornamental; purposes; skull","items/nativeskull.md"
"item","nativedecor","Native Decor Set","A set of decorative native items for display",,"","","","","","","decor; decorative; display; for; items; native; nativedecor; of; set","items/nativedecor.md"
"item","nativepot","Native Pot","A traditional native pot for cooking and storage",,"","","","","","","and; cooking; for; native; nativepot; pot; storage; traditional","items/nativepot.md"
"item","tipi","Native Tipi","A traditional Native American tipi.",,"","","","","","","american; native; tipi; traditional","items/tipi.md"
"item","naturalwagon","Naturalists Wagon Set","A wagon set equipped for naturalists and explorers",,"","","","","","","and; equipped; explorers; for; naturalists; naturalwagon; set; wagon","items/naturalwagon.md"
"item","collector_fossil_neo","Neospirifer Fossil","A common Neospirifer fossil, millions of years old. Good condition.",,"","","","","","","collector; common; condition; fossil; good; millions; neo; neospirifer; of; old; years","items/collector_fossil_neo.md"
"item","provision_hrlm_brush_rosewood_ng","New Guinea Rosewood Hairbrush","An exotic new guinea rosewood hairbrush.",,"","","","","","","an; brush; exotic; guinea; hairbrush; hrlm; new; ng; provision; rosewood","items/provision_hrlm_brush_rosewood_ng.md"
"item","newspaper","Newspaper","A printed publication containing news and articles",,"","","","","","","and; articles; containing; news; newspaper; printed; publication","items/newspaper.md"
"item","provision_ro_flower_night_scented","Night Scented Orchid","Night Scented Orchid can be identified by the alternate stems, the long sepals, and white petal flowers. This orchid can be found growing upon another plant, often draping down from trees.",,"","","","","","","alternate; and; another; be; by; can; down; draping; flower; flowers; found; from; growing; identified; long; night; often; orchid; petal; plant; provision; ro; scented; sepals; stems; the; this; trees; upon; white","items/provision_ro_flower_night_scented.md"
"item","nightstand","Nightstand","A small bedside table for holding personal items",,"","","","","","","bedside; for; holding; items; nightstand; personal; small; table","items/nightstand.md"
"item","nitrite","Nitrite","A chemical compound used in various industrial processes",,"","","","","","","chemical; compound; in; industrial; nitrite; processes; used; various","items/nitrite.md"
"item","nitroglyserolia","Nitroglycerol","A highly explosive liquid compound used in explosives",,"","","","","","","compound; explosive; explosives; highly; in; liquid; nitroglycerol; nitroglyserolia; used","items/nitroglyserolia.md"
"item","notebook","Notebook","A small book with blank pages for writing or drawing",,"","","","","","","blank; book; drawing; for; notebook; or; pages; small; with; writing","items/notebook.md"
"item","provision_arrowhead_obsidian","Obsidian Arrowhead","A valuable arrowhead of smooth, gleaming obsidian.",,"","","","","","","arrowhead; gleaming; obsidian; of; provision; smooth; valuable","items/provision_arrowhead_obsidian.md"
"item","provision_jewelry_gld_bngle_bracelet","Ojeda Rose Gold Bangle Bracelet","A large bracelet of rose gold with elaborate cameo detailing.",,"","","","","","","bangle; bngle; bracelet; cameo; detailing; elaborate; gld; gold; jewelry; large; of; ojeda; provision; rose; with","items/provision_jewelry_gld_bngle_bracelet.md"
"item","obed","Old bed","An old bed that has seen better days.",,"","","","","","","an; bed; better; days; has; obed; old; seen; that","items/obed.md"
"item","Oleander_Sage","Oleander Sage","A herb known for its medicinal properties.",,"","","","","","","for; herb; its; known; medicinal; oleander; properties; sage","items/oleander_sage.md"
"item","Oleander_Sage_Seed","Oleander Sage Seed","A seed that can be planted to grow Oleander Sage.",,"","","","","","","be; can; grow; oleander; planted; sage; seed; that; to","items/oleander_sage_seed.md"
"item","opossumc","Opossum claws","Sharp claws from an opossum.",,"","","","","","","an; claws; from; opossum; opossumc; sharp","items/opossumc.md"
"item","opossums","Opossum skin","The fur and skin of an opossum.",,"","","","","","","an; and; fur; of; opossum; opossums; skin; the","items/opossums.md"
"item","provision_jewelry_dmnd_pendt_earring","Orchid├⌐e Diamond Earrings","Earrings set with clusters of brilliant cut diamonds in a floral pattern.",,"","","","","","","brilliant; clusters; cut; diamond; diamonds; dmnd; earring; earrings; floral; in; jewelry; of; orchid; pattern; pendt; provision; set; with","items/provision_jewelry_dmnd_pendt_earring.md"
"item","orden_presidente","Order of the President","A prestigious order awarded by the President.",,"","","","","","","awarded; by; of; orden; order; president; presidente; prestigious; the","items/orden_presidente.md"
"item","consumable_herb_oregano","Oregano","Fragrant oregano leaves.",,"","","","","","","consumable; fragrant; herb; leaves; oregano","items/consumable_herb_oregano.md"
"item","Oregano","Oregano","A fragrant herb commonly used in cooking.",,"","","","","","","commonly; cooking; fragrant; herb; in; oregano; used","items/oregano.md"
"item","Oregano_Seed","Oregano Seed","A seed that can be planted to grow Oregano.",,"","","","","","","be; can; grow; oregano; planted; seed; that; to","items/oregano_seed.md"
"item","oriole_c","Oriole","Vibrant feathers from an Oriole bird.",,"","","","","","","an; bird; feathers; from; oriole; vibrant","items/oriole_c.md"
"item","owlt","Owl claws","Sharp claws from an owl.",,"","","","","","","an; claws; from; owl; owlt; sharp","items/owlt.md"
"item","owlf","Owl feather","Feathers shed by an owl.",,"","","","","","","an; by; feather; feathers; owl; owlf; shed","items/owlf.md"
"item","panthere","Panther eyes","Intense and captivating eyes from a panther.",,"","","","","","","and; captivating; eyes; from; intense; panther; panthere","items/panthere.md"
"item","panthers","Panther skin","The sleek and supple skin of a panther.",,"","","","","","","and; of; panther; panthers; skin; sleek; supple; the","items/panthers.md"
"item","paper","Paper","Sheets of paper for writing or drawing.",,"","","","","","","drawing; for; of; or; paper; sheets; writing","items/paper.md"
"item","parasol","Parasol","A stylish and functional parasol to shield from the sun.",,"","","","","","","and; from; functional; parasol; shield; stylish; sun; the; to","items/parasol.md"
"item","Parasol_Mushroom","Parasol Mushroom","A mushroom with a wide, umbrella-like cap.",,"","","","","","","cap; like; mushroom; parasol; umbrella; wide; with","items/parasol_mushroom.md"
"item","Parasol_Mushroom_Seed","Parasol Mushroom Seed","A seed that can be planted to grow parasol mushrooms.",,"","","","","","","be; can; grow; mushroom; mushrooms; parasol; planted; seed; that; to","items/parasol_mushroom_seed.md"
"item","bparrotb","Parrot beak","A beak obtained from a parrot.",,"","","","","","","beak; bparrotb; from; obtained; parrot","items/bparrotb.md"
"item","bparrotf","Parrot feather","A feather obtained from a parrot.",,"","","","","","","bparrotf; feather; from; obtained; parrot","items/bparrotf.md"
"item","consumable_peach","Peach","Juicy and ripe peach.",,"","","","","","","and; consumable; juicy; peach; ripe","items/consumable_peach.md"
"item","consumable_peachcobbler","Peach Cobbler","A tasty peach cobbler.",,"","","","","","","cobbler; consumable; peach; peachcobbler; tasty","items/consumable_peachcobbler.md"
"item","consumable_peachjelly","Peach Jelly","Peach flavored jelly.",,"","","","","","","consumable; flavored; jelly; peach; peachjelly","items/consumable_peachjelly.md"
"item","mashpeach","Peach Mash","A mashed mixture of peaches used in culinary preparations",,"","","","","","","culinary; in; mash; mashed; mashpeach; mixture; of; peach; peaches; preparations; used","items/mashpeach.md"
"item","peachseeds","Peach Seeds","Seeds that can be planted to grow peach trees.",,"","","","","","","be; can; grow; peach; peachseeds; planted; seeds; that; to; trees","items/peachseeds.md"
"item","consumable_pear","Pear","A sweet and juicy pear.",,"","","","","","","and; consumable; juicy; pear; sweet","items/consumable_pear.md"
"item","pearl","Pearl","A hard, glistening object produced within the soft tissue of a living shelled mollusk.",,"","","","","","","glistening; hard; living; mollusk; object; of; pearl; produced; shelled; soft; the; tissue; within","items/pearl.md"
"item","provision_earring_pearl","Pearl Earring","A gold earring.",,"","","","","","","earring; gold; pearl; provision","items/provision_earring_pearl.md"
"item","peasantb","Peasant beak","The beak of a peasant bird.",,"","","","","","","beak; bird; of; peasant; peasantb; the","items/peasantb.md"
"item","peasantf","Peasant feather","A feather from a peasant bird.",,"","","","","","","bird; feather; from; peasant; peasantf","items/peasantf.md"
"item","pecaris","Peccary pelt","The fur of a peccary, a pig-like mammal.",,"","","","","","","fur; like; mammal; of; pecaris; peccary; pelt; pig; the","items/pecaris.md"
"item","pelicanb","Pelican beak","The beak of a pelican bird.",,"","","","","","","beak; bird; of; pelican; pelicanb; the","items/pelicanb.md"
"item","pelicanf","Pelican feather","A feather from a pelican bird.",,"","","","","","","bird; feather; from; pelican; pelicanf","items/pelicanf.md"
"item","provision_jewelry_mthr_pearl_necklace","Pell├⌐ Pearl Necklace","A beaded chain necklace with a fashionable mother of pearl pendant.",,"","","","","","","beaded; chain; fashionable; jewelry; mother; mthr; necklace; of; pearl; pell; pendant; provision; with","items/provision_jewelry_mthr_pearl_necklace.md"
"item","pen","Pen","A writing instrument used to apply ink.",,"","","","","","","apply; ink; instrument; pen; to; used; writing","items/pen.md"
"item","consumable_peppermint","Peppermint","Peppermint flavored candy.",,"","","","","","","candy; consumable; flavored; peppermint","items/consumable_peppermint.md"
"item","consumable_horsepeppermints","Peppermint Stick","Peppermint flavored candy stick.",,"","","","","","","candy; consumable; flavored; horsepeppermints; peppermint; stick","items/consumable_horsepeppermints.md"
"item","Health_For_Dog","Pet Bandages","Bandages designed for treating injuries in pets.",,"","","","","","","bandages; designed; dog; for; health; in; injuries; pet; pets; treating","items/health_for_dog.md"
"item","Drink_For_Dog","Pet Water","A refreshing drink specially made for pets to keep them hydrated.",,"","","","","","","dog; drink; for; hydrated; keep; made; pet; pets; refreshing; specially; them; to; water","items/drink_for_dog.md"
